Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
91d13f7cb953e24b863ad0344e69d2e1ff0843b219d103c9b01919f9690ad4f3,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.244236,50.857077,On or near Farm Road,E01022780,Fareham 002D,Investigation complete; no suspect identified
b8a9b8b3db3860e77491269dcfd226ef666b1fb03b1968faf26e74a6172d36f6,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.135154,51.259915,On or near School Close,E01022486,Basingstoke and Deane 013C,Suspect charged
2aa7c22c6b7970f140a236c8493b70c4f7643a2a1993b8a7eac9236b2004b918,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.996676,50.911129,On or near Oakleaf Way,E01022610,East Hampshire 016A,Investigation complete; no suspect identified
5bb4296a216121c8524e0d5ad5e99c41dcea00d11d6e306359441e3d443149ec,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.464451,51.218507,On or near Test Court,E01023201,Test Valley 003B,Investigation complete; no suspect identified
b46f2f08e683290b6b95b7e1f561401c6afb14889083a176ba8865569e8d0107,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.205658,50.938474,On or near Clewers Hill,E01023272,Winchester 012E,Investigation complete; no suspect identified
975e4db0a6739e17383be17b06a3b2e582348668acafe86bd4f50c2b5d5595da,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.103937,50.791058,On or near Lombard Street,E01033384,Portsmouth 024F,Investigation complete; no suspect identified
1ec024f074f66229b6db7da25f96c7f809c08dc5107149d0e833ff09e46fef53,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.737142,51.276550,On or near Salesian View,E01023139,Rushmoor 007F,Investigation complete; no suspect identified
c51e4d851c0896d647081459a9717ce6cf339e8f3fb26f106981cf2b3529c53a,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.243777,51.324168,On or near King John Road,E01022521,Basingstoke and Deane 004D,Investigation complete; no suspect identified
4223f76de22a5090f81aa6baaa32404c9ce4d84759b94a2191d307fe7a8f8197,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.791612,51.297168,On or near Melrose Close,E01023135,Rushmoor 005E,Suspect charged
dc8a5a7ef4e2c6aab4759b2fba1d5c927d4431c2707d4eda14a2a68df8c8d0a0,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.566536,50.874824,On or near Princes Crescent,E01023045,New Forest 007C,Investigation complete; no suspect identified
30a7c2244de19af34eb742634365763ba880f975173bb78ba2688fb5f54d52e6,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.087243,50.801747,On or near Jacob's Street,E01017038,Portsmouth 013C,Investigation complete; no suspect identified
11a9cc1ffac45435a3fbc63132804250e53a7e72497b48675afce1ea1b32ee9d,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.404647,50.907689,On or near Above Bar Street,E01017140,Southampton 023D,Investigation complete; no suspect identified
01f4f1653a3ec5dbdd862316d0f3be0c6259cf5195b26a5c89c7ca14cfb87478,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.087243,50.801747,On or near Jacob's Street,E01017038,Portsmouth 013C,Investigation complete; no suspect identified
eaa66f51c091668a323750c8ad120bc77d8396a7c981373358c189ec001930a7,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.089223,50.817446,On or near Parking Area,E01017109,Portsmouth 010D,Investigation complete; no suspect identified
ecc3f8056eb06322615178402185f6d08a869b42c6296e98a636137d23b93cf0,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.382578,50.924498,On or near Stanley Road,E01017233,Southampton 013C,Investigation complete; no suspect identified
802205bf2d78f86c3418f93283236f437bba98f619624eaa198497dc2401c14b,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.465905,51.023115,On or near Blackthorn Close,E01023158,Test Valley 012A,Investigation complete; no suspect identified
4bef9285a15c843deb4f8f83eb620df3d589189df6c0f2641d8bd85dcc8c66e8,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.107973,50.791485,On or near Seager's Court,E01033380,Portsmouth 024E,Investigation complete; no suspect identified
9a064f132e7e2bf25bfeee1ab6fa444e39a3233a2c8506ab88f693da905150af,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.106213,50.789286,On or near Battery Row,E01033384,Portsmouth 024F,Investigation complete; no suspect identified
cfc46c08b168c58fb8dbbf51fd86a140814045b6d5e642bf1e2b4c62dc940f49,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.184525,50.923493,On or near Sports/Recreation Area,E01023271,Winchester 013B,Investigation complete; no suspect identified
45fd78e850b70d9ae6433a6bebc4a8648171965aee3862f0b75c3314c5c3c928,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.389307,50.939767,On or near Daisy Road,E01017149,Southampton 001E,Investigation complete; no suspect identified
36e63c2a620352bfa1a65bc70311e05421babddd205faa338d3553aef6c1b675,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.439206,50.924460,On or near Cecil Avenue,E01017209,Southampton 015B,Investigation complete; no suspect identified
961de3d8cc56ed631b684998dca19703b29f6f9e9e98f5ddbf30511945a88d1d,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.235923,50.730109,On or near Norman Way,E01017367,Isle of Wight 005C,Investigation complete; no suspect identified
ee048c89923ea494de4ea4c23e2392322ccf5efac7f6243c12157fa207f30dab,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.549749,50.771589,On or near Bentley Way,E01023002,New Forest 019B,Investigation complete; no suspect identified
8a662ee53095ae609e934828555f9990a0ff51e27b726764692f59524889547f,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.087255,50.793843,On or near Henrietta Place,E01017130,Portsmouth 018D,Unable to prosecute suspect
7840d8bcb835cb0e43cc0a3275ccea8eb2c7cd5273eb3c993e270398cd63e2cc,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.402980,50.919047,On or near Parking Area,E01017158,Southampton 017B,Investigation complete; no suspect identified
2c3ba578bde3c764ee1fed892a7c5d4c38d401dcb0d96c92341c03fbc1d821ab,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.098408,50.788669,On or near Victoria Avenue,E01017131,Portsmouth 024C,Investigation complete; no suspect identified
90d9195535220a50a1ec8c9a255a64d7e9cf4aba82561dd1350ad9b27c45d556,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.302451,50.923256,On or near Birchwood Gardens,E01022703,Eastleigh 011E,Investigation complete; no suspect identified
e57659e388a03ebfe1a6ac44ba72994823d82c303aaf30ce53cdc3e3b16b25cd,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.295729,50.699910,On or near St Jamess Street,E01017326,Isle of Wight 009C,Investigation complete; no suspect identified
5e55babd3aa00b15391e4f32d100eb4192f956134a3a633944f210422a4d3a42,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.290019,50.916554,On or near Supermarket,E01022652,Eastleigh 011A,Investigation complete; no suspect identified
e44f277790d45c49bf1d035183766ffb7b8f2d002122c302b3e0b6fa0981a056,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.400264,50.649370,On or near Lynch Lane,E01017291,Isle of Wight 013B,Investigation complete; no suspect identified
53934e21f83843fc6c0f347e735b9faa50db134292e73493699e99e8f1778273,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.037430,50.877192,On or near Windrush Gardens,E01022973,Havant 005D,Investigation complete; no suspect identified
319d7548bc4ef2010b811e7089fdd5be29e7d4dda3053588bff7c6ef1543fb94,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.131527,51.229558,On or near Heritage View,E01022512,Basingstoke and Deane 021D,Investigation complete; no suspect identified
51a02f5b280586441d6c4d24cf53ae9ad7ab5819a4e77d7d81ad6889db6b8dee,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.396284,50.898834,On or near Terminus Terrace,E01032751,Southampton 029H,Investigation complete; no suspect identified
46d26c5ce5eeb231595b06001fa6e20cde9afdedc3c5de69952e52433f932b0b,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.223507,50.823732,On or near Sea Kings,E01022748,Fareham 014E,Investigation complete; no suspect identified
818eb218219b4e019b4744ea6988bc99cd6943ea89c27845ac5274f769f5236f,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.426788,50.930011,On or near Petrol Station,E01017152,Southampton 006D,Investigation complete; no suspect identified
31fc8c646fe6f7dbb97b1212d3e6fb57ec9e6e216e7624f382f488ff1a993673,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.029824,50.900564,On or near Grebe Close,E01022933,Havant 019B,Unable to prosecute suspect
7b6eef1693734064ba39987b272299adb02124df0023a3d5d09fc9b4701234b9,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.088114,51.263048,On or near Parking Area,E01032847,Basingstoke and Deane 011F,Investigation complete; no suspect identified
b7cac433910846d6459f3740b87a8d53872a05f48e8a5d47b52149d3a5d2be0b,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.077223,50.793179,On or near Cleveland Road,E01017028,Portsmouth 020D,Investigation complete; no suspect identified
9a5213ad243048c8bae5f15183a56d5dc02dae9e9e35e7e9501833dbfdc56199,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.787532,50.936359,On or near Burgate Fields,E01023023,New Forest 001E,Investigation complete; no suspect identified
51fa229ff912d36f6674e926116806987d12038328955e08dd835b5886190857,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.056242,50.795116,On or near Catisfield Road,E01017101,Portsmouth 017F,Investigation complete; no suspect identified
1baebba4bc02568dd8ab5b35f757f7064858d77b1c959a201106a3b6b9ec6b3f,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.201553,50.883115,On or near Sports/Recreation Area,E01023284,Winchester 013D,Investigation complete; no suspect identified
0a6837149df9c0159d2d57b2b8dbeb5e75b19ade8adc2ab20a5d5cf6c96c1195,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.265231,50.871055,On or near Petrol Station,E01022754,Fareham 002C,Unable to prosecute suspect
8acfa836e366468f4f15c11a5ee5eb707a29f9ccb283f39ac8277320b3e44621,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.367463,50.931153,On or near Halstead Road,E01017176,Southampton 008C,Unable to prosecute suspect
69802a38cc27b7a80b41072e3158c1f5aaea6605571ae1e2ab0e5dc16db331c5,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.553802,50.759905,On or near Queen Elizabeth Avenue,E01023043,New Forest 017E,Unable to prosecute suspect
c15f425f6a0b122e1418e21b3e62d8cdfe6cc4c4a5498908cd86d9e19eaeba67,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.390096,50.829298,On or near Bower Close,E01023030,New Forest 013B,Unable to prosecute suspect
9381423dbe712c2dd980d071fbb178d39fdcfd7e9dec10c0ac5fb0dee3e3bea1,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.390096,50.829298,On or near Bower Close,E01023030,New Forest 013B,Unable to prosecute suspect
f2aaf88c7931b8b10ac25d656af07f48ae85a9512cdb5b4eaff11fc98ba7b4e2,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.209241,50.593688,On or near Alma Road,E01017365,Isle of Wight 018C,Investigation complete; no suspect identified
0848d14a3bf3f09842e4e2f8f31f99e22b2d7f97bedcd3cefc17088936c24c17,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.442555,50.931095,On or near Ross Gardens,E01017253,Southampton 010D,Unable to prosecute suspect
c4019a05e3d009924ce18ab4d064813323fc6123ecc55e990b31df62316eb4b4,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.059034,50.816523,On or near Burrfields Road,E01017014,Portsmouth 008A,Investigation complete; no suspect identified
c1ca9f30d1fd77a4d9a319955a71e72198987db506adbf95457a0496e3ba7f37,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.369277,50.980126,On or near The Copse,E01022659,Eastleigh 002A,Investigation complete; no suspect identified
89f2fb428d506560f4bc01096111dba5e14d6d9c39298bee009e73acf8ba084f,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.108441,51.253250,On or near Wavell Close,E01022548,Basingstoke and Deane 014A,Investigation complete; no suspect identified
67ca2bfa07b536f230f7260f1a64b2016e363b96b7553f0121092328618ef83a,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.066478,50.801970,On or near Whitcombe Gardens,E01017019,Portsmouth 014E,Investigation complete; no suspect identified
a00447d7235c7a5bfc3486f999651b0db2a9a6ab924646f0488ba465a4aefe71,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.352190,50.893607,On or near Worcester Place,E01017263,Southampton 030D,Unable to prosecute suspect
e73524e6bc2051131d5fa136bb2a734e1455baa90f0ae5d8af7bc96fe14b881f,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.064454,50.800982,On or near Union Close,E01017099,Portsmouth 017D,Investigation complete; no suspect identified
019b9bfd28070094fd7c123709622c00be53836af29e2c599a7eb2c21ee37622,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.064454,50.800982,On or near Union Close,E01017099,Portsmouth 017D,Investigation complete; no suspect identified
4a88882e3a6101a491540b82e5b645d855425fed872bb1c3170168dc68d13cb7,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.064454,50.800982,On or near Union Close,E01017099,Portsmouth 017D,Investigation complete; no suspect identified
966df9333c8e44c50ae25403ef54e0d78b72225cd082f5e34ca51646337cb2b0,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.352190,50.893607,On or near Worcester Place,E01017263,Southampton 030D,Unable to prosecute suspect
5214933b8958df9906325cf5a4e560e10d5793eff7587427d2fe6f01e7fe9547,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.068342,50.830285,On or near Sports/Recreation Area,E01017091,Portsmouth 007D,Investigation complete; no suspect identified
47f03ae58f138694a44dc54e15b8cfcd812e7202d2095280ef3be4878d7635a7,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.306523,50.762034,On or near Mountbatten Avenue,E01017301,Isle of Wight 002A,Investigation complete; no suspect identified
5534f196880abd91dd6b0898442a8e1baaa4f14e01e002a9ea0e3e3ddcad6384,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.802625,51.084630,On or near Valley Side,E01022587,East Hampshire 009E,Investigation complete; no suspect identified
0c62a8f9ba929de3efb1a6c20eacc08d99ed7e66ed5d3470990b4c7670db6b5d,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.183378,50.635031,On or near Newbridge Close,E01017355,Isle of Wight 015E,Investigation complete; no suspect identified
2ab78b52c2a43c5e59a7cc7c51b4f43177a8d6fcdf77ca950c7685775c61fef2,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.239247,51.086586,On or near Temple Drive,E01023236,Winchester 002A,Investigation complete; no suspect identified
269c2547a71b1ce1de2501d8c091ccd0b28bbc0b450395c78e9b3c612be219e8,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.304832,50.733589,On or near Chawton Lane,E01017329,Isle of Wight 002E,Unable to prosecute suspect
8f24d2bb4e48141c609971ac832b7aea451f3cb8b6489ca91f481e89fb5623ec,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.380933,50.910138,On or near Parking Area,E01017154,Southampton 022B,Investigation complete; no suspect identified
8e7d3f2513d38a76c6867c8d3880a1c8c8a2f7a254fa537c69bf34c9976de83d,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.041131,50.885226,On or near Elettra Avenue,E01022975,Havant 003D,Investigation complete; no suspect identified
6dfa30543b87276ce7c982e2d2190e7da6560967f38159896e78363986958fdf,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.025428,50.859727,On or near Athena Avenue,E01022949,Havant 011C,Unable to prosecute suspect
10ad35b9778f6823a16d302eea567de13bc5549b1eb7c283228cf4f042ae0502,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.236928,50.844395,On or near Hewett Close,E01022781,Fareham 007A,Unable to prosecute suspect
f9eaafd098d6f3d0800aa51189b9563ea1ea22b7b784ed0a60e0c5bfb4edc2d9,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.390096,50.829298,On or near Bower Close,E01023030,New Forest 013B,Unable to prosecute suspect
af90388faf378c81c9f6c1ea1af3774150f6d1528f7d5ce3999b4e251c7fe0de,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.137858,50.844344,On or near Kenya Road,E01022759,Fareham 010A,Investigation complete; no suspect identified
b3b33de155c2af72957c49c892ba448c632e43aa6ecb3ba3d7f32c37f08db189,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.508250,50.920819,On or near Further/Higher Educational Building,E01023088,New Forest 002D,Unable to prosecute suspect
1f5752a112831050d26ed784eda9258c4bc8e77911f9b46ba6eead76a8c45520,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.082996,50.848377,On or near Stanford Close,E01017112,Portsmouth 001A,Investigation complete; no suspect identified
175753d85bcc15237c20851563d0797623a8459145a2a9b8fa1cd0b88036c8f0,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.078227,50.800552,On or near Clifton Street,E01017031,Portsmouth 016A,Investigation complete; no suspect identified
30d5d79e9c7ca85610e95ec41d13e0fca29500bea569dc6ff698d60b2ac5104e,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.023128,50.846723,On or near Westways,E01032605,Havant 018F,Investigation complete; no suspect identified
e55c76bbf9a2f9aabf87b74417f377884931be870be73bbb19c8689accc4b0e4,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.426683,50.916522,On or near Harold Road,E01017192,Southampton 021A,Investigation complete; no suspect identified
4131f475ff3a9c8e4c809da1127849498f92baf72d7cec46d997cd70fda21200,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.383986,50.979540,On or near Hut Farm Place,E01022663,Eastleigh 003C,Unable to prosecute suspect
1aebc676d7dcbc7f00b51f32174d937bc97380eebf3aecaf241d57a7516b61c8,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.156225,51.352830,On or near Whitedown Road,E01022554,Basingstoke and Deane 001B,Investigation complete; no suspect identified
64f2b5c19196e8048cecde1fe065a91b5a79da83bd6bebfa1b77d575e47b93f6,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.472625,51.229928,On or near Woolwich Way,E01023155,Test Valley 003A,Unable to prosecute suspect
65f137a7516946c984cf0263104344d613c47c215ecd2e565e3248c3f8635bc2,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.339528,50.900154,On or near Birch Lawn Close,E01017169,Southampton 027C,Investigation complete; no suspect identified
c07e4925a49495986ae2939d29b1063248d977065fb947b67aa8492e8da02b7a,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.176387,50.639415,On or near Green Lane,E01017358,Isle of Wight 015F,Investigation complete; no suspect identified
070e9db0ca36332320e6c5b348cdac34ec35f9b7524a30aba02978fc7ed84da3,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.078746,50.795808,On or near Northumberland Road,E01017035,Portsmouth 018A,Investigation complete; no suspect identified
34a5fd8eaf781141f6f9610bdc3223e0f9d56340cde848cd6d7239bb73d0654e,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.123826,50.848097,On or near Station Road,E01022764,Fareham 012D,Investigation complete; no suspect identified
1534fa0d16682cdfeaee0a7f5f69569715ca133a4ef03015fe2e53b209cfd78b,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.382086,50.925170,On or near Priory Close,E01017233,Southampton 013C,Investigation complete; no suspect identified
840d9b8c3483e1779497dc52302f5c50fe33cea2476251062de7a61abe1eb18a,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.503458,50.919104,On or near Portal Road,E01023088,New Forest 002D,Investigation complete; no suspect identified
d07265ff3ccfc6838c6492498266152e11e3570b040d633dba43872e4851587e,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.503458,50.919104,On or near Portal Road,E01023088,New Forest 002D,Investigation complete; no suspect identified
221739ce840f5e18677086e1b5037185149b51ca66cbe812c7c20a586c7c1f1d,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.503458,50.919104,On or near Portal Road,E01023088,New Forest 002D,Investigation complete; no suspect identified
a6196f8a03e09263e2c0332d28b5d719392116781d26a73f8b0d49f31a057a76,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.765962,51.314975,On or near Moorside Close,E01023106,Rushmoor 001C,Investigation complete; no suspect identified
bf026e54418e3f19f652e641982455bacc282fd3263e3d80acf19e9060b359c6,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.879792,51.107777,On or near Bramley Walk,E01032663,East Hampshire 008E,Investigation complete; no suspect identified
f089eb07b3cfc2170fceeefbf4ef6ffd4afdf1dec1c1cf07e3b458c79ed85a58,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.314239,51.063014,On or near St George's Street,E01023252,Winchester 007A,Unable to prosecute suspect
d8394f8ee89d4817453caf20eb298b62bbc4725540359fd6908ef5980765f1d6,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.222793,50.847090,On or near Duncans Drive,E01022781,Fareham 007A,Investigation complete; no suspect identified
0f01f3cd19297e59012de8d35ff641d6a18a5145c631dc599f99cb782e5008cf,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.975118,50.796725,On or near Pepper Close,E01022938,Havant 017B,Investigation complete; no suspect identified
95776e0e1625220895f25374eb696e6a122eec28514734174ba12536271093b5,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.314239,51.063014,On or near St George's Street,E01023252,Winchester 007A,Investigation complete; no suspect identified
b3ea9ff5ab624d73e64d4013cb525bd4157ab807769ee136033aab79a13d07d2,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.870566,51.290942,On or near Pale Lane,E01032853,Hart 005F,Investigation complete; no suspect identified
40bc46b69e19c41dd5c26ba65cacf39b51d882963aa443c36c126febea95a8ee,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.104648,50.796927,On or near Victory Road,E01017034,Portsmouth 016D,Investigation complete; no suspect identified
756ae521b39f546d412045ef10a165bb5a7a06296def2166bad8c95aa76f9ea2,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.964253,50.856260,On or near Fifth Avenue,E01022958,Havant 014F,Investigation complete; no suspect identified
afca9902882c83fd55390aa3a941f04ab659e3c3534caf83f45be96a8d322191,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.977693,51.149436,On or near Amery Street,E01022576,East Hampshire 002C,Investigation complete; no suspect identified
5337089a0c94059ea3381088bb5dacaf481b3ef0a9de9515006c606c8beb1a48,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.980139,50.851589,On or near Parking Area,E01022953,Havant 014A,Investigation complete; no suspect identified
83eba02b91cb9506a8cf84b9f5bacc31956c03caf548f6ec8ded6fea8a4d0c50,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.859351,51.116482,On or near Trenchard Park,E01022639,East Hampshire 004C,Unable to prosecute suspect
cd48c7eacdac0c6aa96147a4c46c24abe45c11c50dd3818b382d52c717bcfdb1,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.431572,50.923920,On or near Church Street,E01017250,Southampton 010B,Unable to prosecute suspect
d326a2a8f7eec6fcf02ba9fbcbdecccffdd03f954a6b7d0edf489889c2cf4efe,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.478243,51.209326,On or near Newbury Street,E01023202,Test Valley 003C,Investigation complete; no suspect identified
3ca12fb12f7ba59a18ee5e4ddba4eea210e2c71b00c96d5379f70850b630428f,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.856486,51.296588,On or near Motorway Service Area,E01022879,Hart 004C,Investigation complete; no suspect identified
335ae05331470d7f2e754fd4a7179f68cb7171ac84004e142883406548c53315,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.077610,50.814612,On or near Emsworth Road,E01017110,Portsmouth 011E,Investigation complete; no suspect identified
180fbeee70089610f0488881e75b44bbde9d4f54ae3834d0d6a11cd358418674,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.431572,50.923920,On or near Church Street,E01017250,Southampton 010B,Unable to prosecute suspect
38e2286cc48d562747e98c1c6fa362eb50c002aedca8a31dacd351ffcc7eaa09,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.142349,51.242146,On or near Petrel Croft,E01022517,Basingstoke and Deane 018C,Investigation complete; no suspect identified
7218bd9a604c4cbe55dc4fdaab743a67f6f545bd6a2f266dea8ebb062b9ee1b2,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.367013,50.922428,On or near Neva Road,E01017173,Southampton 014C,Unable to prosecute suspect
441efad1a80fad750f78f3b756b8eaef6409c854ed6909325fde40afec58763c,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.767302,51.257430,On or near Normandy Drive,E01023142,Rushmoor 008B,Investigation complete; no suspect identified
fc25858ef68ab51b8de26564967aca8515dff62abd9fa8266c5a30d3d0d3fd7b,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.367743,50.890535,On or near Barnfield Way,E01017275,Southampton 031B,Unable to prosecute suspect
1a29b602ff15523312c4c7c215b143073c93d47bfeb08a24bcd9a9610b6996db,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.079907,50.811132,On or near Dumbarton Close,E01017102,Portsmouth 013D,Suspect charged
0647d6d0e6e6a7fda06854032c299f25040046973dec1bf6ac7d9fce1af8c083,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.070358,50.804510,On or near Fifth Street,E01017076,Portsmouth 015A,Investigation complete; no suspect identified
8954d8a6961ceb2f0291303cae5b470207e957cb4fe311583f5c8375278eb049,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.429449,50.922965,On or near Howard's Grove,E01017250,Southampton 010B,Unable to prosecute suspect
43893d2f473b45bc7bfa51893de5ea5b719cbfd9ffe567f5941dc2a0aaa81607,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.118392,51.260393,On or near St Peter's Road,E01022551,Basingstoke and Deane 014D,Investigation complete; no suspect identified
3b1c02ff3a0385bbfbc2c6d5c8a57f7f84fecdf21e7bc258d52bd39452c96550,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.076082,50.796381,On or near Selbourne Terrace,E01017080,Portsmouth 015E,Investigation complete; no suspect identified
79363bc6725246ba18b7b45e0bc4a2a88f59c078f9522c9beeec52f83c83c0cd,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.971883,50.851058,On or near Meadowlands,E01022955,Havant 014C,Investigation complete; no suspect identified
8e80fa93bffcb89a41c3f4c77f7aeda79d7c6484c237584eed9428ac9ed3741e,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.081219,50.786942,On or near Theatre/Concert Hall,E01017126,Portsmouth 025D,Investigation complete; no suspect identified
1cccd4fc9a344f7e89d700f31d9e7931903fadc22833cb9d5d6568a001793722,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.822959,51.295743,On or near Drovers End,E01022867,Hart 005D,Unable to prosecute suspect
ed83fc1964d6e7b5ec7958aa5a03a67cb10ce8b04f867c7c89d76cc6c5c4c189,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.891886,51.041645,On or near Parking Area,E01022616,East Hampshire 010A,Investigation complete; no suspect identified
2b75816f5c5cb55e80a2f82347b5794d0eeec788598e195b29ba379bb701991b,2023-05,Hampshire Constabulary,Hampshire Constabulary,-0.822959,51.295743,On or near Drovers End,E01022867,Hart 005D,Investigation complete; no suspect identified
78ba9a338aca9200c3f2e1333be50871fe06d6cb1506e5feb401e8cad280a8c6,2023-05,Hampshire Constabulary,Hampshire Constabulary,-1.144400,50.673556,On or near B3395,E01017289,Isle of Wight 014A,Investigation complete; no suspect identified
